,Title,Vote_Average
855,Batman: The Killing Joke,6.6
856,Countdown,6.4
857,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.9
858,Stay Out of the Attic,5.8
859,Alien: Covenant,6.0
860,Divergent,6.9
861,Geostorm,6.1
862,The Flu,7.5
863,Baba Yaga: Terror of the Dark Forest,6.0
864,Fifty Shades of Black,4.9
865,The Boy in the Striped Pyjamas,7.9
866,Miss Peregrine's Home for Peculiar Children,6.8
867,The King's Avatar: For the Glory,6.9
868,Black Island,6.1
869,Kung Fu Panda 3,6.8
870,"Tad, the Lost Explorer, and the Secret of King Midas",6.5
871,Monkey King: Hero Is Back,7.0
872,That's My Boy,5.7
873,Justice Society: World War II,7.7
874,The Fox and the Hound 2,6.0
875,WALL·E,8.1
876,Five Feet Apart,8.3
877,Baby Driver,7.5
878,Blitz,6.1
879,Saga of Tanya the Evil: The Movie,8.0
880,Descendants 3,7.9
881,Cherry,7.5
882,Hypnotic,6.1
883,I See You,7.0
884,The Tender Bar,6.7
885,The Chronicles of Narnia: Prince Caspian,6.6
886,Parallel Mothers,6.9
887,The Grey,6.6
888,Madagascar 3: Europe's Most Wanted,6.6
889,Rambo: Last Blood,6.5
890,The Mummy,6.8
891,Scoob!,7.2
892,The Incredible Hulk,6.2
893,Lucy,6.4
894,The Lost Daughter,6.6
895,Annabelle: Creation,6.6
896,War for the Planet of the Apes,7.1
897,Ferdinand,7.2
898,The Hitman's Bodyguard,6.9
899,Wrong Turn 5: Bloodlines,5.4
900,Knight and Day,6.2
901,Cheese in the Trap,6.7
902,The Matrix Revolutions,6.7
903,Stan Helsing,4.3
904,White Snake,7.8
905,Hercules,5.7
906,Skipping Stones,5.3
907,Wrong Turn 4: Bloody Beginnings,5.7
908,The Purge,6.3
909,Ghostbusters,5.4
910,Trinity Seven 2: Heaven's Library & Crimson Lord,7.9
911,Scream 4,6.4
912,Viking Quest,4.6
913,Jonah Hex,4.9
914,Robin Robin,7.3
915,Nobody Sleeps in the Woods Tonight,5.0
916,Drive,7.6
917,Spider-Man: Across the Spider-Verse (Part One),0.0
918,Blade Runner 2049,7.5
919,Superman: Doomsday,6.7
920,District 9,7.4
921,The Angry Birds Movie 2,7.2
922,A Nun's Curse,6.3
923,White House Down,6.4
924,Star Trek,7.4
925,Taken,7.4
926,Upside-Down Magic,7.3
927,Onward,7.8
928,The Predator,5.6
929,Miracles from Heaven,7.4
930,A Haunted House 2,6.1
931,The Martian,7.7
932,Despicable Me 3,6.4
933,Chicuarotes,7.6
934,I'm Not Ashamed,7.5
935,Django Unchained,8.1
936,The Ice Road,7.1
937,Season of the Witch,5.4
938,Olympus Has Fallen,6.4
939,Total Recall,6.0
940,Barbie as The Princess & the Pauper,7.5
941,Breach,4.4
942,Super 8,6.7
943,Thunder Force,5.7
944,God's Not Dead: A Light in Darkness,7.0
945,Single All the Way,6.5
946,An Interview with God,7.0
947,Fear of Rain,7.2
948,Child's Play,6.6
949,Rampage,6.5
950,Barbie & Chelsea: The Lost Birthday,7.4
951,The Matrix Reloaded,7.0
952,Fear Street: 1666,7.3
953,The Mummy Returns,6.3
954,"Happy Halloween, Scooby-Doo!",8.0
955,Safer at Home,5.6
956,Dragon Ball Z: Bardock - The Father of Goku,7.5
957,Madagascar: Escape 2 Africa,6.4
958,Happy Feet,6.1
959,Resort to Love,7.3
960,Night at the Museum: Secret of the Tomb,6.2
961,Swan Song,7.4
962,Odd Thomas,6.9
963,"I Love You, Beth Cooper",5.9
964,Fat Ass Zombies,4.8
965,Joseph: King of Dreams,6.6
966,Glass,6.7
967,Superbad,7.2
968,Constantine,7.0
969,Cinderella II: Dreams Come True,6.1
970,Lolita,7.1
971,12 Rounds,5.9
972,Ghost Rider,5.5
973,Paul,6.7
974,The Equalizer 2,6.6
975,The Nightmare Before Christmas,7.8
976,How to Train Your Dragon: Homecoming,8.2
977,Women,5.7
978,The Warrior's Way,6.6
979,Shadow in the Cloud,5.8
980,Pain & Gain,6.2
981,The Lion King 1½,6.6
982,Scooby-Doo! The Sword and the Scoob,8.0
983,The Expendables 2,6.3
984,Uncharted,3.6
985,Wrong Turn,6.3
986,Héctor El Father: Conocerás la verdad,7.6
987,A Quiet Place,7.4
988,Photocopier,7.0
989,Tom and Jerry: The Fast and the Furry,7.0
990,Deep Blue Sea 3,6.0
991,Bound by Honor,8.1
992,The Hunger Games: Catching Fire,7.4
993,Rambo,6.6
994,Apocalypto,7.5
995,Alice in Wonderland,6.6
996,Project Gemini,5.2
997,Red Dot,5.9
998,Bohemian Rhapsody,8.0
999,Ford v Ferrari,8.0
1000,Sword Art Online: The Movie – Ordinal Scale,7.7
1001,Desire,5.4
1002,Rio 2,6.5
1003,Rambo: First Blood Part II,6.6
1004,Home Alone 2: Lost in New York,6.7
1005,Kung Fu Panda 2,6.9
1006,Bad Lieutenant: Port of Call - New Orleans,6.1
1007,The Godfather: Part II,8.6
1008,Perfume: The Story of a Murderer,7.3
1009,Blood Red Sky,7.1
1010,Gemini Man,6.4
1011,Dead Like Me: Life After Death,6.2
1012,Feels Like Euphoria,5.1
1013,The Notebook,7.9
1014,Cinderella III: A Twist in Time,6.5
1015,Dragon Blade,6.3
1016,The Voyeurs,6.7
1017,Jupiter Ascending,5.4
1018,A Journal for Jordan,7.4
1019,Wild Child,6.7
1020,Cowboys & Aliens,5.6
1021,Ready or Not,7.1
1022,El refugio,6.6
1023,Hitman: Agent 47,5.8
1024,Beverly Hills Chihuahua 3: Viva la Fiesta!,6.3
1025,Annabelle,5.7
1026,Sherlock Holmes: A Game of Shadows,7.1
1027,American Pie 2,6.2
1028,Mary Magdalene,6.3
1029,The A-Team,6.4
1030,The Great Wall,6.0
1031,Godmothered,6.9
1032,"Curious George: Go West, Go Wild",6.2
1033,Titane,6.5
1034,Robin Hood,6.4
1035,Secret Society of Second Born Royals,6.8
1036,Brothers by Blood,5.8
1037,Kubo and the Two Strings,7.7
1038,Troy,7.1
1039,The Hunger Games,7.2
1040,Hachi: A Dog's Tale,8.0
1041,American Pie Presents: The Naked Mile,5.5
1042,Annette,7.0
1043,22 Jump Street,6.8
1044,Crisis,6.5
1045,Saw,7.4
1046,Secret of the Wings,7.1
1047,The Day Naruto Became Hokage,7.6
1048,American Pie,6.5
1049,Scream 2,6.4
1050,Independence Day: Resurgence,5.2
1051,Sicario,7.4
1052,The Purge: Anarchy,6.7
1053,Chronicle,6.8
1054,Insidious,6.9
1055,The Ten Commandments,7.7
1056,Skyline,4.9
1057,The Heat,6.6
1058,Cats & Dogs 3: Paws Unite,6.6
1059,Bride of Chucky,5.9
1060,Edge of Tomorrow,7.6
1061,Avatar 2,0.0
1062,The Expendables 3,6.2
1063,Predestination,7.4
1064,Now You See Me 2,6.8
1065,Jackass 3D,6.6
1066,Don't Breathe,7.0
1067,The Platform,7.0
1068,Limitless,7.2
1069,Forrest Gump,8.5
1070,Chemical Hearts,7.5
1071,Mortal Engines,6.2
1072,Dark Phoenix,6.0
1073,Barbie as Rapunzel,7.0
1074,Barbie: Princess Adventure,7.4
1075,Dragon Ball Z: The History of Trunks,7.6
1076,Underworld: Blood Wars,5.8
1077,Stuart Little,6.0
1078,Megamind,6.9
1079,Solo: A Star Wars Story,6.6
1080,The Banishing,5.4
1081,Unbroken: Path to Redemption,6.9
1082,Knives Out,7.9
1083,Malena,7.4
1084,Sanctum,5.9
1085,Confessions of an Invisible Girl,7.0
1086,The Rental,5.6
1087,A Classic Horror Story,5.9
1088,"I, Robot",6.9
1089,Scarface,8.2
1090,Shanghai Fortress,5.6
1091,The Mad Hatter,5.8
1092,The Devil Wears Prada,7.4
1093,Aftermath,6.5
1094,Naruto Shippuden the Movie: Bonds,7.2
1095,The Walking Dead,6.8
1096,Dear Evan Hansen,6.5
1097,Bolt,6.5
1098,Mission: Impossible - Fallout,7.4
1099,Under Wraps,6.7
1100,Fireworks,6.5
1101,Hummingbird,6.2
1102,HK: Hentai Kamen 2 - Abnormal Crisis,6.5
1103,Rumble,6.9
1104,"Batman: The Dark Knight Returns, Part 1",7.8
1105,Pixie Hollow Bake Off,
1106,,
1107,,
1108,,
1109,,
1110,,
1111,,
1112,,
1113,,
1114,,
1115,61.328,Animation
1116,Zombieland: Double Tap,7.0
1117,Rocky,7.8
1118,Gifted,8.1
1119,Escape Room,6.5
1120,A un paso de mí,6.9
1121,Colombiana,6.6
1122,Boiling Point,7.3
1123,Anastasia,7.6
1124,Insensate,6.8
1125,The Craft: Legacy,6.4
1126,"Big Mommas: Like Father, Like Son",5.6
1127,Descendants 2,7.4
1128,Death Race 2,5.8
1129,Straight Outta Compton,7.8
1130,Prey,4.6
1131,Frozen Fever,6.8
1132,Back to the Future,8.3
1133,The Kids Are Alright: Destination Asturias,4.7
1134,The Magnificent Seven,6.4
1135,Money Heist: The Phenomenon,7.5
1136,A Good Day to Die Hard,5.3
1137,The Marco Effect,6.3
1138,The Tourist,6.2
1139,Intrusion,6.1
1140,Terminator 2: Judgment Day,8.1
1141,The Iron Giant,7.9
1142,Final Destination,6.5
1143,Sausage Party,5.7
1144,Finding 'Ohana,6.5
1145,Corpus Christi,7.8
1146,Benedetta,6.8
1147,The Dinosaur Project,5.4
1148,Son of Batman,7.1
1149,Confessions of a Shopaholic,6.4
1150,Life Is Beautiful,8.5
1151,Infidelity in Suburbia,6.2
1152,La Casa,6.4
1153,Over the Moon,7.4
1154,Rise of the Guardians,7.4
1155,Jennifer's Body,5.8
1156,One Piece Film: Z,7.5
1157,The Mortal Instruments: City of Bones,6.4
1158,We Are Nothing,3.5
1159,Undercover Wedding Crashers,5.8
1160,Idiocracy,6.3
1161,Pokémon the Movie: Volcanion and the Mechanical Marvel,6.6
1162,Lady and the Tramp,7.1
1163,"Paul, Apostle of Christ",7.4
1164,Nymphomaniac: Vol. II,6.8
1165,Hotel Desire,5.9
1166,CJ7,7.2
1167,Rise of the Mummy,5.3
1168,Aquaman and The Lost Kingdom,0.0
1169,Beverly Hills Chihuahua,5.3
1170,Scary Movie 3,6.0
1171,The Aristocats,7.3
1172,Soy leyenda,6.2
1173,American Pie Presents: Girls' Rules,6.4
1174,Spy Kids,5.8
1175,Cyrano,6.3
1176,Undisputed II: Last Man Standing,7.3
1177,Belle,8.4
1178,The Legend of Tarzan,5.9
1179,Avengers Confidential: Black Widow & Punisher,6.4
1180,Léon: The Professional,8.3
1181,Away,6.4
1182,Cloudy with a Chance of Meatballs,6.6
1183,21 Jump Street,6.9
1184,101 Dalmatians II: Patch's London Adventure,6.0
1185,Scouts Guide to the Zombie Apocalypse,6.5
1186,Barbie: Princess Charm School,7.4
1187,City Under Siege,4.9
1188,300: Rise of an Empire,6.1
1189,Couples Retreat,5.5
1190,Songbird,6.2
1191,Indiana Jones and the Temple of Doom,7.3
1192,To All the Boys I've Loved Before,7.7
1193,Bee Movie,6.0
1194,Willy Wonka & the Chocolate Factory,7.5
1195,War Dogs,6.9
1196,Twist,6.1
1197,Barbie in The 12 Dancing Princesses,7.7
1198,Grumpy Christmas,7.5
1199,Attack on Titan II: End of the World,5.8
1200,The SpongeBob Movie: Sponge Out of Water,6.1
1201,Alice Through the Looking Glass,6.5
1202,Spectre,6.5
1203,Red Tails,6.5
1204,Cloudy with a Chance of Meatballs 2,6.4
1205,Lockout,5.9
1206,The Wolf of Snow Hollow,6.2
1207,Hellboy,6.7
1208,Gone Girl,7.9
1209,A Dog's Purpose,7.6
1210,Gladiator,8.2
1211,Predator,7.5
1212,Angel Has Fallen,6.5
1213,Freddy vs. Jason,6.0
1214,9,6.9
1215,Due Date,6.3
1216,Porno Unplugged,6.3
1217,Fantasia,7.4
1218,Jack the Giant Slayer,5.8
1219,Zog and the Flying Doctors,7.0
1220,Rango,6.8
1221,Heaven Is for Real,6.6
1222,Arrival,7.6
1223,Ambulance,0.0
1224,The Mummy,5.5
1225,I Spit on Your Grave,6.5
1226,Mamma Mia!,7.0
1227,Prisoners,8.0
1228,The Final Destination,5.6
1229,The Sword in the Stone,7.2
1230,Carrie,6.2
1231,"tick, tick... BOOM!",7.9
1232,Batman: Soul of the Dragon,7.0
1233,Guardians of the Galaxy,7.9
1234,After Yang,7.4
1235,Wolf Children,8.3
1236,Mirai,7.3
1237,Trolls,6.7
1238,Happy Feet Two,6.1
1239,Bride Wars,6.2
1240,Xico's Journey,6.7
1241,Naruto: Ninja Clash in the Land of Snow,7.3
1242,Shark Tale,6.0
1243,The Book of Daniel,7.3
1244,The Girl Next Door,6.7
1245,Captain America: The Winter Soldier,7.7
1246,Final Destination 5,6.0
1247,Death Race: Inferno,5.8
1248,Cencoroll Connect,7.1
1249,Brian Banks,7.3
1250,Snowpiercer,6.9
1251,The Shining,8.2
1252,Go! Go! Cory Carson: Chrissy Takes the Wheel,5.8
1253,Europa Report,6.2
1254,Rogue One: A Star Wars Story,7.5
1255,Casino Royale,7.5
1256,Batman & Jesus,5.7
1257,Alvin and the Chipmunks: Chipwrecked,5.7
1258,The Road to El Dorado,7.2
1259,Igor,6.0
1260,Red Dawn,5.6
1261,"Batman: The Dark Knight Returns, Part 2",8.0
1262,13 Assassins,7.3
1263,Pearl Harbor,6.9
1264,Ray Donovan: The Movie,6.9
1265,Breathless,5.9
1266,Scary Movie 4,5.5
1267,The Mask,6.9
1268,Never Back Down: No Surrender,7.0
1269,American Pie Presents: Beta House,5.6
1270,The Kissing Booth 2,7.8
1271,Hitman's Wife's Bodyguard,6.8
1272,House of Wax,5.9
1273,6 Underground,6.3
1274,Final Destination 3,6.1
1275,Ocean's Eight,7.0
1276,Nocturnal Animals,7.5
1277,Just Say Yes,6.6
1278,Rise of the Planet of the Apes,7.3
1279,The Call of the Wild,7.6
1280,Nightcrawler,7.7
1281,Monster House,6.6
1282,Insidious: The Last Key,6.2
1283,Pets United,6.0
1284,Slate,5.5
1285,Alvin and the Chipmunks,5.8
1286,Just a Breath Away,6.3
1287,28 Days Later,7.2
1288,The Wizard of Oz,7.6
1289,After Earth,5.2
1290,Norbit,5.6
1291,The Boy and the Beast,8.0
1292,Dirty Grandpa,5.9
1293,The Lion Guard: Return of the Roar,6.5
1294,The Emoji Movie,5.6
1295,One Piece Film: GOLD,7.2
1296,Rocky IV,7.0
1297,Batman: Under the Red Hood,7.8
1298,Brother Bear 2,6.7
1299,Scream 3,5.9
1300,Chicken Run,6.7
1301,The Doorman,5.9
1302,Maya the Bee: The Golden Orb,6.6
1303,Jaws,7.6
1304,Night at the Museum: Battle of the Smithsonian,6.1
1305,Dragonball Evolution,2.8
1306,Sharkdog’s Fintastic Halloween,4.0
1307,The Call,6.8
1308,Mariposa,7.2
1309,Bad Boys,6.8
1310,Sijjin 6,5.7
1311,The Mermaid,6.4
1312,My Neighbor Totoro,8.1
1313,Men in Black,7.2
1314,El Infierno,7.7
1315,Ong Bak: Muay Thai Warrior,7.1
1316,The Beverly Hillbillies,6.1
1317,Alien,8.1
1318,Fantastic Four,4.4
1319,The Curse of La Llorona,5.7
1320,Den of Thieves,6.7
1321,Home on the Range,6.0
1322,Pulp Fiction,8.5
1323,The Other Guys,6.3
1324,Soul Surfer,7.1
1325,Bāhubali: The Beginning,7.5
1326,Pokémon the Movie: The Power of Us,7.0
1327,Schindler's List,8.6
1328,Noah,5.6
1329,The Three Stooges,5.7
1330,The Polar Express,6.7
1331,Pokémon the Movie: Hoopa and the Clash of Ages,6.7
1332,Tall Girl,6.4
1333,Shutter Island,8.2
1334,Seed of Chucky,5.4
1335,House of the Witch,4.8
1336,Freaks,6.8
1337,Mulan II,6.5
1338,Madres,6.2
1339,Instructions for Su,7.9
1340,Kick-Ass,7.1
1341,Enchanted,6.8
1342,The Watch,5.5
1343,Sex and Lucía,6.6
1344,Final Destination 2,6.2
1345,Flipped,7.9
1346,Naruto: Guardians of the Crescent Moon Kingdom,7.1
1347,Seeking Justice,5.9
1348,The Losers,6.3
1349,Together Together,6.9
1350,He's Just Not That Into You,6.5
1351,The Man from Nowhere,7.7
1352,Ocean's Thirteen,6.7
1353,Paranormal Activity,6.0
1354,Extraction,7.4
1355,Alvin and the Chipmunks: The Squeakquel,5.6
1356,The Match,6.1
1357,The Hating Game,7.6
1358,Mechanic: Resurrection,5.9
1359,A Dog Named Palma,8.4
1360,Pretty Woman,7.4
1361,Warcraft,6.3
1362,Dora and the Lost City of Gold,6.8
1363,Aliens vs Predator: Requiem,5.1
1364,Tod@s Caen,7.7
1365,The Addams Family,6.7
1366,The Adventures of Sharkboy and Lavagirl,5.1
1367,Sicario: Day of the Soldado,6.9
1368,Wotakoi: Love is Hard for Otaku,7.1
1369,The Last Witch Hunter,5.9
1370,Hannah Montana: The Movie,6.6
1371,Chunin Exam on Fire! and Naruto vs. Konohamaru!,7.7
1372,Princess Protection Program,6.6
1373,Spider-Man 2,7.2
1374,How I Fell in Love with a Gangster,6.8
1375,Sex and the City 2,6.1
1376,The 5th Wave,5.9
1377,Seventh Son,5.5
1378,Saw IV,6.1
1379,The Ten Commandments: The Movie,7.3
1380,Saw III,6.4
1381,R.I.P.D.,5.8
1382,Kuroko's Basketball the Movie: Last Game,7.8
1383,War Room,7.9
1384,Kizumonogatari Part 3: Reiketsu,8.1
1385,The Hand of God,7.7
1386,Legally Blondes,5.6
1387,Treasure Planet,7.5
1388,LEGO Monkie Kid: A Hero Is Born,5.4
1389,Hereditary,7.2
1390,Flora & Ulysses,6.6
1391,Here Today,7.4
1392,The Babysitter: Killer Queen,6.5
1393,Evil Dead,6.5
1394,Machete,6.3
1395,Sputnik,6.5
1396,Hunter Killer,6.8
1397,Ballerina,7.2
1398,Fantastic Four: Rise of the Silver Surfer,5.6
1399,Flashback,6.5
1400,Friends with Benefits,6.7
1401,War of Likes,7.8
1402,Teenage Mutant Ninja Turtles: Out of the Shadows,6.0
1403,The Revenant,7.5
1404,The Fault in Our Stars,7.6
1405,School-Live!,7.1
1406,Ella Enchanted,6.4
1407,Dead Heat,6.0
1408,Dumb and Dumber To,5.5
1409,Tinker Bell and the Pirate Fairy,6.8
1410,Tropic Thunder,6.6
1411,Super Monsters: Once Upon a Rhyme,6.4
1412,The Last Survivors,6.3
1413,Ghostbusters,7.5
1414,The Mad Women's Ball,7.2
1415,The Jungle Book,6.9
1416,Naruto to Boruto: The Live 2019,6.6
1417,Snow White and the Huntsman,6.0
1418,The Princess Switch 3: Romancing the Star,7.0
1419,The Interview,6.2
1420,Marley & Me,7.2
1421,The Blind Side,7.7
1422,The Imitation Game,8.0
1423,Truth or Dare,6.0
1424,The Angry Birds Movie,6.2
1425,Boyz n the Hood,7.6
1426,Friday the 13th,5.8
1427,Bordello of Blood,5.9
1428,Pride & Prejudice,8.1
1429,The Lost City of Z,6.4
1430,3 Idiots,8.0
1431,The NeverEnding Story,7.2
1432,First Blood,7.4
1433,The Terminator,7.6
1434,365 Days,7.0
1435,The Jack in the Box,5.6
1436,Focus,6.9
1437,Mean Girls,7.2
1438,Gods of Egypt,5.6
1439,Abominable,7.6
1440,To All the Boys: Always and Forever,7.7
1441,Endangered Species,6.1
1442,Get Out,7.6
1443,Safe,6.4
1444,Year One,4.9
1445,Ghost in the Shell,6.0
1446,Riddick,6.3
1447,The Anthem of the Heart,7.6
1448,Barbie: A Fashion Fairytale,7.2
1449,Spy Kids 2: The Island of Lost Dreams,5.6
1450,Containment,5.9
1451,Secret Magic Control Agency,7.2
1452,Rush Hour,7.0
1453,Outcast,5.0
1454,The Legend of the Galactic Heroes: Die Neue These Seiran 1,8.0
1455,State of Play,6.8
1456,Puff: Wonders of the Reef,7.8
1457,Tracers,6.0
1458,The Corpse of Anna Fritz,7.0
1459,Saw II,6.6
1460,The Lone Ranger,6.1
1461,Muppets Haunted Mansion,6.7
1462,Jeepers Creepers 2,6.1
1463,Blade,6.7
1464,Elysium,6.5
1465,Ride or Die,6.5
1466,Johnny English Reborn,6.2
1467,Barbie Fairytopia: Mermaidia,6.8
1468,Insidious: Chapter 3,6.3
1469,3096 Days,7.5
1470,Kiki's Delivery Service,7.8
1471,Little Man,5.9
1472,Rambo III,6.1
1473,Pitch Perfect 2,6.9
1474,Whiplash,8.4
1475,Pan's Labyrinth,7.7
1476,No Game No Life: Zero,7.9
1477,Justice League: Doom,7.5
1478,The Smurfs,5.8
1479,Missing Link,7.0
1480,Matilda,7.1
1481,The Devil's Advocate,7.4
1482,Sin City: A Dame to Kill For,6.4
1483,The Medium,7.1
1484,Jeepers Creepers,6.4
1485,Contraband,6.3
1486,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.4
1487,Black Fox,7.0
1488,Barbie in the Nutcracker,6.8
1489,Belfast,7.2
1490,Stillwater,6.8
1491,Rush Hour 2,6.7
1492,The Night House,6.7
1493,Fate/kaleid liner Prisma☆Illya: Vow in the Snow,6.8
1494,Gold,6.5
1495,Once Upon a Time… in Hollywood,7.4
1496,Bedtime Stories,6.1
1497,The Wild,5.5
1498,Once Upon a Deadpool,7.1
1499,Easy A,6.8
1500,Spider-Man,5.5
1501,Deep,6.4
1502,God's Not Dead 2,6.1
1503,Valerian and the City of a Thousand Planets,6.6
1504,I Am All Girls,6.7
1505,Whisper of the Heart,7.9
1506,Parker,6.0
1507,Gangubai Kathiawadi,8.2
1508,Rush Hour 3,6.4
1509,Moxie,7.4
1510,Transformers: Beginnings,6.9
1511,The Guilty,6.4
1512,Catch Me If You Can,8.0
1513,Undisputed,6.5
1514,Empire State,5.3
1515,Hostel: Part II,5.8
1516,10.0 Earthquake,4.9
1517,A Walk to Remember,7.7
1518,Hellboy II: The Golden Army,6.7
1519,Funny People,5.8
1520,Dragon Ball: Episode of Bardock,6.8
1521,Akira,8.0
1522,Minions: The Rise of Gru,0.0
1523,The Ugly Truth,6.5
1524,The Cat in the Hat,5.3
1525,Virgin Territory,4.5
1526,(500) Days of Summer,7.3
1527,Disobedience,6.9
1528,The Protector,7.1
1529,Project Almanac,6.6
1530,Respect,6.7
1531,Fences,6.8
1532,Midway,7.1
1533,Leatherface,5.5
1534,Castle in the Sky,8.0
1535,The Next Three Days,7.1
1536,Twilight,6.5
1537,John and the Hole,6.1
1538,Fireproof,7.4
1539,Paul Blart: Mall Cop,5.4
1540,Spy Kids 3-D: Game Over,5.1
1541,The Ogglies: Welcome to Smelliville,7.3
1542,"Diego, The Last Goodbye",6.0
1543,Barbie of Swan Lake,7.0
1544,Dragons: Dawn Of The Dragon Racers,7.2
1545,Fearless,7.5
1546,The Fourth Musketeer,6.0
1547,Shaolin Soccer,7.0
1548,Chinese Zodiac,6.2
1549,Halloween,6.5
1550,The Forgotten Battle,7.2
1551,The Hunchback of Notre Dame,7.1
1552,Scandalous Sex,7.2
1553,Tower Heist,6.0
1554,Princess Mononoke,8.4
1555,Pet Sematary,5.7
1556,Don't Listen,6.5
1557,The Addams Family,7.0
1558,Kids Are Back,5.1
1559,Tinker Bell and the Legend of the NeverBeast,7.1
1560,The Texas Chainsaw Massacre 2,5.6
1561,Mermaid Down,6.7
1562,Crystal Skulls,4.8
1563,Crazy About Her,7.2
1564,"The Gangster, the Cop, the Devil",7.7
1565,The Flintstones,5.3
1566,London Has Fallen,6.1
1567,Rurouni Kenshin Part I: Origins,7.6
1568,Saw 3D,6.0
1569,King Arthur: Legend of the Sword,6.5
1570,Initiation,5.7
1571,The Christmas Chronicles: Part Two,6.6
1572,Men in Black: International,6.0
1573,American Psycho,7.4
1574,Justice League Dark: Apokolips War,8.4
1575,I Spit on Your Grave 2,6.3
1576,Hole in One,4.1
1577,A Babysitter's Guide to Monster Hunting,6.2
1578,Insidious: Chapter 2,6.7
1579,Into the White,6.9
1580,Ladybug & Cat Noir: Awakening,0.0
1581,Artemis Fowl,5.7
1582,Bad Boys II,6.6
1583,Cult of Chucky,5.8
1584,The Change-Up,6.1
1585,The Godfather: Part III,7.4
1586,Life of Pi,7.4
1587,In the Name of the King 2: Two Worlds,3.9
1588,Full Metal Jacket,8.1
1589,Justice League vs. Teen Titans,7.4
1590,Street Gang: How We Got to Sesame Street,6.7
1591,Facing the Giants,7.5
1592,Woody Woodpecker,6.7
1593,Jojo Rabbit,8.1
1594,Black Box,6.5
1595,Tooth Fairy,5.5
1596,Finding Dory,7.0
1597,Alvin and the Chipmunks: The Road Chip,6.0
1598,Daisy Quokka: World’s Scariest Animal,6.9
1599,The Fox and the Hound,7.1
1600,Bright: Samurai Soul,6.0
1601,Batman,6.3
1602,The Mummy: Tomb of the Dragon Emperor,5.4
1603,Dead Silence,6.4
1604,8-Bit Christmas,6.5
1605,The Mitchells vs. the Machines,8.0
1606,Dragonheart 3: The Sorcerer's Curse,5.4
1607,The Pursuit of Happyness,7.9
1608,Mission: Impossible - Rogue Nation,7.2
1609,A Nightmare on Elm Street,7.3
1610,Killer Elite,6.3
1611,King Kong,6.8
1612,300,7.2
1613,Drive My Car,7.6
1614,Superman,7.1
1615,Star Wars: Episode II - Attack of the Clones,6.5
1616,Home Alone 3,5.3
1617,No Good Deed,6.0
1618,We Broke Up,6.1
1619,Barbie in A Mermaid Tale,7.2
1620,The Day,5.1
1621,Predator 2,6.2
1622,Tomorrowland,6.2
1623,Addams Family Values,6.9
1624,Don't Blame the Kid,7.7
1625,The Empire of Corpses,6.1
1626,Star Trek Into Darkness,7.3
1627,The Walking Dead: The Journey So Far,7.1
1628,Pandemic,5.0
1629,The Hills Have Eyes,6.4
1630,Operation Merry Christmas: The Elf Con,7.0
1631,Edward Scissorhands,7.7
1632,Justice League: The Flashpoint Paradox,7.9
1633,The Ridiculous 6,5.2
1634,"Tad, the Lost Explorer",6.0
1635,Rocky II,7.2
1636,Friends: The Reunion,8.1
1637,Independence Day,6.8
1638,Being the Ricardos,6.6
1639,The Batman vs. Dracula,7.0
1640,American Wedding,6.2
1641,Braveheart,7.9
